Name;Location;Open Year-Round;Handicap Accessible;Borough;Comments;Latitude;Longitude;SUFFIX;POP100;GEOID;CENTLAT;BLOCK;AREAWATER;STATE;BASENAME;OID;LSADC;INTPTLAT;FUNCSTAT;NAME;OBJECTID;TRACT;CENTLON;BLKGRP;AREALAND;HU100;INTPTLON;MTFCC;LWBLKTYP;UR;COUNTY;SUFFIX;POP100;GEOID;CENTLAT;BLOCK;AREAWATER;STATE;BASENAME;OID;LSADC;INTPTLAT;FUNCSTAT;NAME;OBJECTID;TRACT;CENTLON;BLKGRP;AREALAND;HU100;INTPTLON;MTFCC;LWBLKTYP;UR;COUNTY;GEOID;STATE;COUNTY;TRACT;BLOCK;
Forest Park (Dry Harbour Playground);80 Street & Myrtle Avenue;Yes;;Queens;;4.070.297;-7.386.824.299.999.990;;229;360810635002004;407.037.502;2004;0;36;2004;2,10701E+14;BK;407.037.502;S;Block 2004;1390645;63500;-738.688.150;2;14203;95;-738.688.150;G5040;L;U;81;;229;3,60811E+14;407.037.502;2004;0;36;2004;2,10701E+14;BK;407.037.502;S;Block 2004;1390645;63500;-738.688.150;2;14203;95;-738.688.150;G5040;L;U;81;3,60811E+14;36;81;63500;2004;
Forest Park (Jackson Pond Playground);108 Street and Park Lane South;Yes;;Queens;;407.009.114;-73.842.163;;0;360810641021018;407.006.775;1018;0;36;1018;2,10701E+14;BK;407.006.775;S;Block 1018;3244112;64102;-738.461.775;1;115531;0;-738.461.775;G5040;L;U;81;;0;3,60811E+14;407.006.775;1018;0;36;1018;2,10701E+14;BK;407.006.775;S;Block 1018;3244112;64102;-738.461.775;1;115531;0;-738.461.775;G5040;L;U;81;3,60811E+14;36;81;64102;1018;
Forest Park (Seuffert Bandshell);West Main Drive to eastern side of golf course;No;;Queens;;407.735.649;-739.565.551;;1086;360610134004000;407.734.684;4000;0;36;4000;2,10701E+14;BK;407.734.684;S;Block 4000;3223706;13400;-739.564.242;4;18760;623;-739.564.242;G5040;L;U;61;;1086;3,6061E+14;407.734.684;4000;0;36;4000;2,10701E+14;BK;407.734.684;S;Block 4000;3223706;13400;-739.564.242;4;18760;623;-739.564.242;G5040;L;U;61;3,6061E+14;36;61;13400;4000;
Forest Park (Sobelsohn Playground; The Overlook);Park Lane South and Abingdon Road;Yes;;Queens;;4.070.963.589.999.990;-73.834.812;;205;3,60811E+14;407.086.193;2003;0;36;2003;2,10701E+14;BK;407.086.193;S;Block 2003;2011283;77500;-738.356.645;2;23816;92;-738.356.645;G5040;L;U;81;;205;3,60811E+14;407.086.193;2003;0;36;2003;2,10701E+14;BK;407.086.193;S;Block 2003;2011283;77500;-738.356.645;2;23816;92;-738.356.645;G5040;L;U;81;3,60811E+14;36;81;77500;2003
Forest Park (Tennis Courts -Forest Parkway);Park Lane South to north of tennis courts;Yes;;Queens;;406.981.762;-738.495.848;;1563;360810641011002;406.988.012;1002;0;36;1002;2,10701E+14;BK;406.988.012;S;Block 1002;3064887;64101;-738.516.327;1;54839;659;-738.516.327;G5040;L;U;81;;1563;3,60811E+14;406.988.012;1002;0;36;1002;2,10701E+14;BK;406.988.012;S;Block 1002;3064887;64101;-738.516.327;1;54839;659;-738.516.327;G5040;L;U;81;3,60811E+14;36;81;64101;1002;
Forest Park (The Overlook);Park Lane (to east and south) to Metropolitan Avenue;Yes;;Queens;;407.123.721;-738.921.114;;214;360810613011001;407.107.719;1001;0;36;1001;2,10701E+14;BK;407.107.719;S;Block 1001;3501124;61301;-738.914.900;1;141792;78;-738.914.900;G5040;L;U;81;;214;3,60811E+14;407.107.719;1001;0;36;1001;2,10701E+14;BK;407.107.719;S;Block 1001;3501124;61301;-738.914.900;1;141792;78;-738.914.900;G5040;L;U;81;3,60811E+14;36;81;61301;1001;
Forest Park (Victory Field);Long Island Railroad to Woodhaven Boulevard. to Myrtle Avenue to 96th Street;Yes;;Queens;;407.282.239;-737.948.516;;159;360811247001001;407.287.448;1001;0;36;1001;2,10701E+14;BK;407.287.448;S;Block 1001;1338976;124700;-737.954.164;1;14425;50;-737.954.164;G5040;L;U;81;;159;3,60811E+14;407.287.448;1001;0;36;1001;2,10701E+14;BK;407.287.448;S;Block 1001;1338976;124700;-737.954.164;1;14425;50;-737.954.164;G5040;L;U;81;3,60811E+14;36;81;124700;1001;
Forest Park (Visitor Center; near the Carousel);Woodhaven Boulevard and Forest Park Drive;Yes;;Queens;;407.006.492;-7.385.451.359.999.990;;0;3,60811E+14;407.014.841;1007;0;36;1007;2,10701E+14;BK;407.014.841;S;Block 1007;1023017;64102;-738.533.795;1;59695;0;-738.533.795;G5040;L;U;81;;0;3,60811E+14;407.014.841;1007;0;36;1007;2,10701E+14;BK;407.014.841;S;Block 1007;1023017;64102;-738.533.795;1;59695;0;-738.533.795;G5040;L;U;81;3,60811E+14;36;81;64102;1007
Fort Greene Park;South of Myrtle Avenue to Willoughby Avenue;Yes;;Brooklyn;;40.693.901;-739.489.238;;591;360470253002000;406.933.493;2000;0;36;2000;2,10701E+14;BK;406.933.493;S;Block 2000;4145523;25300;-739.504.807;2;23068;327;-739.504.807;G5040;L;U;47;;591;3,6047E+14;406.933.493;2000;0;36;2000;2,10701E+14;BK;406.933.493;S;Block 2000;4145523;25300;-739.504.807;2;23068;327;-739.504.807;G5040;L;U;47;3,6047E+14;36;47;25300;2000;
Fort Greene Playground;Myrtle Avenue & St. Edwards Plaza;Yes;Yes;Brooklyn;;406.934.538;-7.397.783.319.999.990;;379;360470029011006;406.942.314;1006;0;36;1006;2,10701E+14;BK;406.942.314;S;Block 1006;6088403;2901;-739.784.709;1;8930;255;-739.784.709;G5040;L;U;47;;379;3,6047E+14;406.942.314;1006;0;36;1006;2,10701E+14;BK;406.942.314;S;Block 1006;6088403;2901;-739.784.709;1;8930;255;-739.784.709;G5040;L;U;47;3,6047E+14;36;47;2901;1006;
Fort Independence Playground;Stevenson Place, West 238 Street, Sedgwick Avenue;Yes;;Bronx;;408.818.433;-7.389.640.469.999.990;;249;360050409002000;408.773.604;2000;0;36;2000;2,10701E+14;BK;408.757.261;S;Block 2000;1476284;40900;-738.949.947;2;207009;134;-738.958.340;G5040;L;U;5;;249;3,6005E+14;408.773.604;2000;0;36;2000;2,10701E+14;BK;408.757.261;S;Block 2000;1476284;40900;-738.949.947;2;207009;134;-738.958.340;G5040;L;U;5;3,6005E+14;36;5;40900;2000;
Fort Tryon Park (Anne Loftus Playground);Broadway & Dyckman Street;Yes;Yes;Manhattan;;408.655.401;-7.392.727.289.999.990;;493;360610295002001;408.662.337;2001;0;36;2001;2,10701E+14;BK;408.662.337;S;Block 2001;2978805;29500;-739.269.780;2;15981;265;-739.269.780;G5040;L;U;61;;493;3,6061E+14;408.662.337;2001;0;36;2001;2,10701E+14;BK;408.662.337;S;Block 2001;2978805;29500;-739.269.780;2;15981;265;-739.269.780;G5040;L;U;61;3,6061E+14;36;61;29500;2001;
Fort Tryon Park (Café);One Margaret Corbin Drive;No;;Manhattan;;408.625.059;-739.327.062;;0;360610287001007;408.626.536;1007;0;36;1007;2,10701E+14;BK;408.626.536;S;Block 1007;3016573;28700;-739.320.172;1;253028;0;-739.320.172;G5040;L;U;61;;0;3,6061E+14;408.626.536;1007;0;36;1007;2,10701E+14;BK;408.626.536;S;Block 1007;3016573;28700;-739.320.172;1;253028;0;-739.320.172;G5040;L;U;61;3,6061E+14;36;61;28700;1007;
Fort Tryon Park (The Cloisters);Riverside Drive to Broadway, West 192 to Dyckman streets;Yes;;Manhattan;;408.645.387;-739.266.358;;757;360610287003000;408.643.570;3000;0;36;3000;2,10701E+14;BK;408.643.570;S;Block 3000;2978808;28700;-739.270.690;3;19994;311;-739.270.690;G5040;L;U;61;;757;3,6061E+14;408.643.570;3000;0;36;3000;2,10701E+14;BK;408.643.570;S;Block 3000;2978808;28700;-739.270.690;3;19994;311;-739.270.690;G5040;L;U;61;3,6061E+14;36;61;28700;3000;
Fort Washington Park (Lily Brown Playground);West 162 Street, east of Riverside Drive;Yes;Yes;Manhattan;;40.834.891;-739.377.513;;804;360610243012000;408.357.111;2000;0;36;2000;2,10701E+14;BK;408.357.111;S;Block 2000;3353653;24301;-739.385.970;2;18222;343;-739.385.970;G5040;L;U;61;;804;3,6061E+14;408.357.111;2000;0;36;2000;2,10701E+14;BK;408.357.111;S;Block 2000;3353653;24301;-739.385.970;2;18222;343;-739.385.970;G5040;L;U;61;3,6061E+14;36;61;24301;2000;
Fox Playground;Avenue H, East 54 to E 55 streets;Yes;Yes;Brooklyn;;406.238.654;-739.225.734;;286;360470678002002;406.249.658;2002;0;36;2002;2,10701E+14;BK;406.249.658;S;Block 2002;4709277;67800;-739.231.514;2;20065;109;-739.231.514;G5040;L;U;47;;286;3,60471E+14;406.249.658;2002;0;36;2002;2,10701E+14;BK;406.249.658;S;Block 2002;4709277;67800;-739.231.514;2;20065;109;-739.231.514;G5040;L;U;47;3,60471E+14;36;47;67800;2002;
Francis Lewis Playground;3 Avenue and Bronx Whitestone Bridge;Yes;;Queens;;40.802.107;-738.298.036;;0;360810973000001;408.006.284;1;181721;36;1;2,10701E+14;BK;408.006.284;S;Block 0001;2011329;97300;-738.272.198;0;0;0;-738.272.198;G5040;W;U;81;;0;3,60811E+14;408.006.284;1;181721;36;1;2,10701E+14;BK;408.006.284;S;Block 0001;2011329;97300;-738.272.198;0;0;0;-738.272.198;G5040;W;U;81;3,60811E+14;36;81;97300;1;
Frank D. O'Connor Playground;Broadway & 78 Street;Yes;;Queens;;407.449.486;-73.887.344;;0;360810267002001;407.453.383;2001;0;36;2001;2,10701E+14;BK;407.453.383;S;Block 2001;1396540;26700;-738.877.736;2;3465;0;-738.877.736;G5040;L;U;81;;0;3,6081E+14;407.453.383;2001;0;36;2001;2,10701E+14;BK;407.453.383;S;Block 2001;1396540;26700;-738.877.736;2;3465;0;-738.877.736;G5040;L;U;81;3,6081E+14;36;81;26700;2001;
Frank Golden Park;132 to 138 streets, 14 Road;Yes;;Queens;;407.424.164;-738.278.025;;0;360810803021008;407.422.936;1008;0;36;1008;2,10701E+14;BK;407.422.936;S;Block 1008;2613431;80302;-738.272.929;1;17890;0;-738.272.929;G5040;L;U;81;;0;3,60811E+14;407.422.936;1008;0;36;1008;2,10701E+14;BK;407.422.936;S;Block 1008;2613431;80302;-738.272.929;1;17890;0;-738.272.929;G5040;L;U;81;3,60811E+14;36;81;80302;1008;
Franz Sigel Park;East 153 Street, Gerard Avenue, East 151 Street, Walton Avenue;Yes;Yes;Bronx;;408.211.188;-739.274.767;;21;360050063014003;408.218.236;4003;0;36;4003;2,10701E+14;BK;408.218.236;S;Block 4003;4165425;6301;-739.276.590;4;5394;1;-739.276.590;G5040;L;U;5;;21;3,6005E+14;408.218.236;4003;0;36;4003;2,10701E+14;BK;408.218.236;S;Block 4003;4165425;6301;-739.276.590;4;5394;1;-739.276.590;G5040;L;U;5;3,6005E+14;36;5;6301;4003;
Frederick B. Judge Memorial Playground;111 Avenue, 134 & 135 streets, Lincoln Street;Yes;;Queens;;406.842.499;-738.087.431;;229;360810170001002;406.853.363;1002;0;36;1002;2,10701E+14;BK;406.853.363;S;Block 1002;3441021;17000;-738.090.232;1;21910;88;-738.090.232;G5040;L;U;81;;229;3,6081E+14;406.853.363;1002;0;36;1002;2,10701E+14;BK;406.853.363;S;Block 1002;3441021;17000;-738.090.232;1;21910;88;-738.090.232;G5040;L;U;81;3,6081E+14;36;81;17000;1002;
Frederick Douglass Playground;West 100-101 Street Amsterdam Avenue;Yes;;Manhattan;;40.794.506;-73.962.471;;29;360610143001003;407.960.421;1003;8634;36;1003;2,10701E+14;BK;407.961.039;S;Block 1003;4644215;14300;-739.598.672;1;208779;0;-739.595.656;G5040;B;U;61;;29;3,6061E+14;407.960.421;1003;8634;36;1003;2,10701E+14;BK;407.961.039;S;Block 1003;4644215;14300;-739.598.672;1;208779;0;-739.595.656;G5040;B;U;61;3,6061E+14;36;61;14300;1003;
Frederick E. Samuel Playground;Lenox Avenue, West 139 to West 140 streets;Yes;;Manhattan;;408.205.972;-739.464.625;;0;360610217031000;408.191.870;1000;0;36;1000;2,10701E+14;BK;408.191.870;S;Block 1000;3355450;21703;-739.477.649;1;51329;0;-739.477.649;G5040;L;U;61;;0;3,6061E+14;408.191.870;1000;0;36;1000;2,10701E+14;BK;408.191.870;S;Block 1000;3355450;21703;-739.477.649;1;51329;0;-739.477.649;G5040;L;U;61;3,6061E+14;36;61;21703;1000;
Frederick Johnson Park;7 Avenue, West 150-151 streets;Yes;;Manhattan;;408.247.877;-7.393.667.409.999.990;;682;360610236003002;408.249.755;3002;0;36;3002;2,10701E+14;BK;408.249.755;S;Block 3002;3418310;23600;-739.354.595;3;58506;448;-739.354.595;G5040;L;U;61;;682;3,6061E+14;408.249.755;3002;0;36;3002;2,10701E+14;BK;408.249.755;S;Block 3002;3418310;23600;-739.354.595;3;58506;448;-739.354.595;G5040;L;U;61;3,6061E+14;36;61;23600;3002;
Fresh Meadows Playground (PS 173);67 Avenue & 173 Street;Yes;;Queens;;407.346.299;-737.966.447;;91;360811223002002;407.355.570;2002;0;36;2002;2,10701E+14;BK;407.355.570;S;Block 2002;1847723;122300;-737.970.295;2;15566;27;-737.970.295;G5040;L;U;81;;91;3,60811E+14;407.355.570;2002;0;36;2002;2,10701E+14;BK;407.355.570;S;Block 2002;1847723;122300;-737.970.295;2;15566;27;-737.970.295;G5040;L;U;81;3,60811E+14;36;81;122300;2002;
Friends Field;Avenue L, East 4 Street, McDonald Avenue, Avenue M;Yes;;Brooklyn;;4.061.915;-73.971.864;;532;360470448001000;406.178.889;1000;0;36;1000;2,10701E+14;BK;406.178.889;S;Block 1000;4266048;44800;-739.730.706;1;73969;176;-739.730.706;G5040;L;U;47;;532;3,6047E+14;406.178.889;1000;0;36;1000;2,10701E+14;BK;406.178.889;S;Block 1000;4266048;44800;-739.730.706;1;73969;176;-739.730.706;G5040;L;U;47;3,6047E+14;36;47;44800;1000;
Fulton Park;Fulton, Chauncey streets, Stuyvesant, Lewis avenues;Yes;;Brooklyn;;406.797.339;-739.328.673;;0;360470297002002;406.797.431;2002;0;36;2002;2,10701E+14;BK;406.797.431;S;Block 2002;4617135;29700;-739.326.460;2;14751;0;-739.326.460;G5040;L;U;47;;0;3,6047E+14;406.797.431;2002;0;36;2002;2,10701E+14;BK;406.797.431;S;Block 2002;4617135;29700;-739.326.460;2;14751;0;-739.326.460;G5040;L;U;47;3,6047E+14;36;47;29700;2002;
Galapo Playground;Bedford Avenue, Gravesend Neck Road;Yes;;Brooklyn;;405.984.016;-7.394.634.769.999.990;;16;360470576001005;405.979.907;1005;0;36;1005;2,10701E+14;BK;405.979.907;S;Block 1005;8100259;57600;-739.467.176;1;4532;1;-739.467.176;G5040;L;U;47;;16;3,60471E+14;405.979.907;1005;0;36;1005;2,10701E+14;BK;405.979.907;S;Block 1005;8100259;57600;-739.467.176;1;4532;1;-739.467.176;G5040;L;U;47;3,60471E+14;36;47;57600;1005;
Garibaldi Playground;82 to 83 Street at 18 Avenue;Yes;;Brooklyn;;406.088.642;-7.400.065.920.000.000;;149;360470276003002;406.097.878;3002;0;36;3002;2,10701E+14;BK;406.097.878;S;Block 3002;6661014;27600;-740.008.215;3;29308;50;-740.008.215;G5040;L;U;47;;149;3,6047E+14;406.097.878;3002;0;36;3002;2,10701E+14;BK;406.097.878;S;Block 3002;6661014;27600;-740.008.215;3;29308;50;-740.008.215;G5040;L;U;47;3,6047E+14;36;47;27600;3002;
General Douglas MacArthur Park;East 49 Street & East River Drive;Yes;;Manhattan;;40.752.536;-739.649.056;;102;360610086034000;407.531.852;4000;0;36;4000;2,10701E+14;BK;407.531.852;S;Block 4000;3419435;8603;-739.643.788;4;12189;59;-739.643.788;G5040;L;U;61;;102;3,6061E+14;407.531.852;4000;0;36;4000;2,10701E+14;BK;407.531.852;S;Block 4000;3419435;8603;-739.643.788;4;12189;59;-739.643.788;G5040;L;U;61;3,6061E+14;36;61;8603;4000;
Glenwood Playground;Ralph Avenue & Farragut Road;Yes;Yes;Brooklyn;;406.374.886;-7.391.916.549.999.990;;52;360470950001004;406.379.710;1004;0;36;1004;2,10701E+14;BK;406.379.710;S;Block 1004;4707973;95000;-739.189.660;1;4101;16;-739.189.660;G5040;L;U;47;;52;3,60471E+14;406.379.710;1004;0;36;1004;2,10701E+14;BK;406.379.710;S;Block 1004;4707973;95000;-739.189.660;1;4101;16;-739.189.660;G5040;L;U;47;3,60471E+14;36;47;95000;1004;
Gorman Playground;30 Avenue between 84 & 85 streets;Yes;;Queens;;406.960.515;-738.597.557;;165;360810012001001;406.958.813;1001;0;36;1001;2,10701E+14;BK;406.958.813;S;Block 1001;1212056;1200;-738.595.588;1;10208;70;-738.595.588;G5040;L;U;81;;165;3,6081E+14;406.958.813;1001;0;36;1001;2,10701E+14;BK;406.958.813;S;Block 1001;1212056;1200;-738.595.588;1;10208;70;-738.595.588;G5040;L;U;81;3,6081E+14;36;81;1200;1001;
Gouverneur Playground;3rd Avenue, St. Paul's Place, East 170 Street;Yes;;Bronx;;408.356.545;-739.055.843;;1685;360050147013000;408.343.826;3000;0;36;3000;2,10701E+14;BK;408.343.826;S;Block 3000;2138525;14701;-739.058.561;3;29460;550;-739.058.561;G5040;L;U;5;;1685;3,6005E+14;408.343.826;3000;0;36;3000;2,10701E+14;BK;408.343.826;S;Block 3000;2138525;14701;-739.058.561;3;29460;550;-739.058.561;G5040;L;U;5;3,6005E+14;36;5;14701;3000;
Gowanus Playground;Wyckoff Street between Bond & Hoyt streets;Yes;;Brooklyn;;406.849.851;-739.880.604;;358;360470071001001;406.851.272;1001;0;36;1001;2,10701E+14;BK;406.851.272;S;Block 1001;4642552;7100;-739.874.209;1;16393;174;-739.874.209;G5040;L;U;47;;358;3,6047E+14;406.851.272;1001;0;36;1001;2,10701E+14;BK;406.851.272;S;Block 1001;4642552;7100;-739.874.209;1;16393;174;-739.874.209;G5040;L;U;47;3,6047E+14;36;47;7100;1001;
Grandview Playground;Grandview Avenue, Continental Place;Yes;Yes;Staten Island;;40.630.585;-7.416.523.699.999.990;;715;360850319011004;406.310.795;1004;0;36;1004;2,10701E+14;BK;406.310.795;S;Block 1004;5411388;31901;-741.635.918;1;54884;267;-741.635.918;G5040;L;U;85;;715;3,6085E+14;406.310.795;1004;0;36;1004;2,10701E+14;BK;406.310.795;S;Block 1004;5411388;31901;-741.635.918;1;54884;267;-741.635.918;G5040;L;U;85;3,6085E+14;36;85;31901;1004;
Gravesend Park;18 Avenue & 56 Street;Yes;;Brooklyn;;406.243.308;-7.398.497.680.000.000;;371;360470470001003;406.246.977;1003;0;36;1003;2,10701E+14;BK;406.246.977;S;Block 1003;8106409;47000;-739.863.392;1;18666;104;-739.863.392;G5040;L;U;47;;371;3,6047E+14;406.246.977;1003;0;36;1003;2,10701E+14;BK;406.246.977;S;Block 1003;8106409;47000;-739.863.392;1;18666;104;-739.863.392;G5040;L;U;47;3,6047E+14;36;47;47000;1003;
Greencroft Playground (PS 53);Redgrave, Ainsworth & Durant avenues;Yes;;Staten Island;;405.520.083;-741.380.009;;89;360850132031010;405.527.217;1010;0;36;1010;2,10701E+14;BK;405.527.217;S;Block 1010;7303762;13203;-741.382.593;1;12061;39;-741.382.593;G5040;L;U;85;;89;3,6085E+14;405.527.217;1010;0;36;1010;2,10701E+14;BK;405.527.217;S;Block 1010;7303762;13203;-741.382.593;1;12061;39;-741.382.593;G5040;L;U;85;3,6085E+14;36;85;13203;1010;
Greene Playground;Greene & Washington avenues;Yes;;Brooklyn;;406.867.499;-739.655.358;;204;360470197003000;406.874.164;3000;0;36;3000;2,10701E+14;BK;406.874.164;S;Block 3000;4612015;19700;-739.661.741;3;14089;94;-739.661.741;G5040;L;U;47;;204;3,6047E+14;406.874.164;3000;0;36;3000;2,10701E+14;BK;406.874.164;S;Block 3000;4612015;19700;-739.661.741;3;14089;94;-739.661.741;G5040;L;U;47;3,6047E+14;36;47;19700;3000;
Greenwood Playground;Fort Hamilton Parkway, Greenwood, East 5 Street;Yes;;Brooklyn;;406.225.636;-739.715.601;;180;360470450001001;406.214.052;1001;0;36;1001;2,10701E+14;BK;406.214.052;S;Block 1001;5613215;45000;-739.725.889;1;166658;61;-739.725.889;G5040;L;U;47;;180;3,6047E+14;406.214.052;1001;0;36;1001;2,10701E+14;BK;406.214.052;S;Block 1001;5613215;45000;-739.725.889;1;166658;61;-739.725.889;G5040;L;U;47;3,6047E+14;36;47;45000;1001;
Grove Hill Playground;East 158 Street, Caldwell Avenue, Eagle Avenue;Yes;;Bronx;;408.223.113;-739.148.502;;401;360050069002002;408.228.858;2002;0;36;2002;2,10701E+14;BK;408.228.858;S;Block 2002;4165422;6900;-739.155.352;2;11972;149;-739.155.352;G5040;L;U;5;;401;3,6005E+14;408.228.858;2002;0;36;2002;2,10701E+14;BK;408.228.858;S;Block 2002;4165422;6900;-739.155.352;2;11972;149;-739.155.352;G5040;L;U;5;3,6005E+14;36;5;6900;2002;
Grover Cleveland Park;Rene Court, Grandview Avenue, Stanjope Street & Fairview Avenue;Yes;;Queens;;40.712.214;-7.391.116.199.999.990;;233;360810595012004;407.128.996;2004;0;36;2004;2,10701E+14;BK;407.128.996;S;Block 2004;851754;59501;-739.114.745;2;13188;88;-739.114.745;G5040;L;U;81;;233;3,60811E+14;407.128.996;2004;0;36;2004;2,10701E+14;BK;407.128.996;S;Block 2004;851754;59501;-739.114.745;2;13188;88;-739.114.745;G5040;L;U;81;3,60811E+14;36;81;59501;2004;
Gun Hill Playground;Holland Avenue, Magenta Street, Cueger Avenue;Yes;;Bronx;;4.087.493;-73.864.975;;153;360050372002002;408.744.422;2002;0;36;2002;2,10701E+14;BK;408.744.422;S;Block 2002;1767010;37200;-738.644.215;2;9878;63;-738.644.215;G5040;L;U;5;;153;3,6005E+14;408.744.422;2002;0;36;2002;2,10701E+14;BK;408.744.422;S;Block 2002;1767010;37200;-738.644.215;2;9878;63;-738.644.215;G5040;L;U;5;3,6005E+14;36;5;37200;2002;
Gunn Park (PS 18);Hillside Avenue, east of 235 Court;No;;Queens;;407.189.325;-737.645.067;;171;360810478011002;407.196.187;1002;0;36;1002;2,10701E+14;BK;407.196.187;S;Block 1002;328251;47801;-737.636.847;1;14564;36;-737.636.847;G5040;L;U;81;;171;3,6081E+14;407.196.187;1002;0;36;1002;2,10701E+14;BK;407.196.187;S;Block 1002;328251;47801;-737.636.847;1;14564;36;-737.636.847;G5040;L;U;81;3,6081E+14;36;81;47801;1002;
Haffen Park;Burke Avenue, Hammersley Avenue, Gunther Avenue, Ely Avenue;Yes;;Bronx;;408.724.622;-7.383.998.319.999.990;;0;360050358002003;408.736.753;2003;0;36;2003;2,10701E+14;BK;408.736.753;S;Block 2003;1770197;35800;-738.391.629;2;47001;0;-738.391.629;G5040;L;U;5;;0;3,6005E+14;408.736.753;2003;0;36;2003;2,10701E+14;BK;408.736.753;S;Block 2003;1770197;35800;-738.391.629;2;47001;0;-738.391.629;G5040;L;U;5;3,6005E+14;36;5;35800;2003;
Haffen Park;Burke Avenue, Hammersley Avenue, Gunther Avenue, Ely Avenue;No;;Bronx;;408.724.622;-7.383.998.319.999.990;;0;360050358002003;408.736.753;2003;0;36;2003;2,10701E+14;BK;408.736.753;S;Block 2003;1770197;35800;-738.391.629;2;47001;0;-738.391.629;G5040;L;U;5;;0;3,6005E+14;408.736.753;2003;0;36;2003;2,10701E+14;BK;408.736.753;S;Block 2003;1770197;35800;-738.391.629;2;47001;0;-738.391.629;G5040;L;U;5;3,6005E+14;36;5;35800;2003;
Haggerty Park;202 Street & Jamaica Avenue;No;Yes;Queens;;407.134.288;-737.592.054;;215;360810500001001;407.126.447;1001;0;36;1001;2,10701E+14;BK;407.126.447;S;Block 1001;2003098;50000;-737.595.677;1;12537;56;-737.595.677;G5040;L;U;81;;215;3,60811E+14;407.126.447;1001;0;36;1001;2,10701E+14;BK;407.126.447;S;Block 1001;2003098;50000;-737.595.677;1;12537;56;-737.595.677;G5040;L;U;81;3,60811E+14;36;81;50000;1001;
Hallets Cove Playground;Hallets Cove, Vernon Boulevard;Yes;;Queens;;4.077.179.040.000.000;-739.343.288;;1367;360810087001000;407.730.879;1000;0;36;1000;2,10701E+14;BK;407.730.879;S;Block 1000;3247640;8700;-739.357.233;1;81889;489;-739.357.233;G5040;L;U;81;;1367;3,6081E+14;407.730.879;1000;0;36;1000;2,10701E+14;BK;407.730.879;S;Block 1000;3247640;8700;-739.357.233;1;81889;489;-739.357.233;G5040;L;U;81;3,6081E+14;36;81;8700;1000;
Hamilton Fish Park (Recreation Center);Between East Houston & Stanton streets;Yes;Yes;Manhattan;;407.221.373;-73.985.796;;263;360610030021002;407.219.838;1002;0;36;1002;2,10701E+14;BK;407.219.838;S;Block 1002;3228891;3002;-739.848.775;1;6883;144;-739.848.775;G5040;L;U;61;;263;3,6061E+14;407.219.838;1002;0;36;1002;2,10701E+14;BK;407.219.838;S;Block 1002;3228891;3002;-739.848.775;1;6883;144;-739.848.775;G5040;L;U;61;3,6061E+14;36;61;3002;1002;
Hamilton-Metz Field;Albany, East New York, Lefferts avenues;Yes;;Brooklyn;;406.590.529;-738.759.245;;0;360471078001007;406.598.953;1007;0;36;1007;2,10701E+14;BK;406.598.953;S;Block 1007;8100315;107800;-738.760.027;1;13855;0;-738.760.027;G5040;L;U;47;;0;3,60471E+14;406.598.953;1007;0;36;1007;2,10701E+14;BK;406.598.953;S;Block 1007;8100315;107800;-738.760.027;1;13855;0;-738.760.027;G5040;L;U;47;3,60471E+14;36;47;107800;1007;
Hammel Playground;Rockaway Beach Blvd. Bet. Beach 84 St. And Beach 81 St.;;Yes;Queens;;405.878.132;-738.068.966;;951;360810942034000;405.873.127;4000;0;36;4000;2,10701E+14;BK;405.873.127;S;Block 4000;5528802;94203;-738.055.195;4;45870;552;-738.055.195;G5040;L;U;81;;951;3,60811E+14;405.873.127;4000;0;36;4000;2,10701E+14;BK;405.873.127;S;Block 4000;5528802;94203;-738.055.195;4;45870;552;-738.055.195;G5040;L;U;81;3,60811E+14;36;81;94203;4000;
Happy Warrior Playground;West 98 Street & Amsterdam Avenue;Yes;;Manhattan;;40.795.361;-73.969.415;;2378;360610185002000;407.950.990;2000;0;36;2000;2,10701E+14;BK;407.950.990;S;Block 2000;2836225;18500;-739.677.483;2;66263;1426;-739.677.483;G5040;L;U;61;;2378;3,6061E+14;407.950.990;2000;0;36;2000;2,10701E+14;BK;407.950.990;S;Block 2000;2836225;18500;-739.677.483;2;66263;1426;-739.677.483;G5040;L;U;61;3,6061E+14;36;61;18500;2000;
